id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
246,H34963,H,302.3,311.9,90.0,1374.0,52.4,154.0,não,0,FALSE,Não,FALSE,Não
247,L54255,L,300.7,310.5,90.0,1536.0,47.4,192.0,Não,FALSE,FALSE,não,FALSE,não
248,M20698,M,301.4,311.2,90.0,1476.0,36.5,25.0,não,FALSE,FALSE,Não,FALSE,Não
249,L55271,L,300.2,311.6,90.0,1375.0,56.9,155.0,Não,FALSE,FALSE,não,FALSE,Não
250,M20334,M,302.7,312.1,90.0,1378.0,46.9,-202.0,Não,FALSE,FALSE,Não,FALSE,não
251,L50794,L,-36.0,311.0,90.0,-161.0,33.3,4.0,Não,FALSE,FALSE,Não,FALSE,não
252,L54681,L,300.2,311.7,90.0,1640.0,30.8,191.0,não,FALSE,FALSE,não,FALSE,Não
253,H36467,H,300.7,-38.0,90.0,1567.0,38.7,-202.0,não,FALSE,FALSE,não,FALSE,não
254,M22227,M,299.5,310.1,90.0,1359.0,61.1,67.0,Não,FALSE,FALSE,Não,FALSE,não
255,L55199,L,301.0,312.1,90.0,-161.0,30.7,200.0,não,FALSE,FALSE,0,FALSE,não
256,H39052,H,299.3,310.4,90.0,1393.0,44.9,162.0,não,FALSE,FALSE,Não,FALSE,Não
257,H38469,H,297.3,308.4,90.0,1864.0,23.1,90.0,Não,FALSE,FALSE,Não,FALSE,Não
258,L47844,L,297.5,308.9,90.0,1390.0,47.4,187.0,Não,FALSE,FALSE,N,FALSE,Não
259,M17179,M,299.2,308.8,90.0,1700.0,33.5,185.0,não,FALSE,FALSE,Não,FALSE,Não
260,L50722,L,301.8,310.9,90.0,1899.0,24.7,31.0,Não,FALSE,FALSE,Não,FALSE,Não
261,M18537,M,302.3,311.7,90.0,1368.0,53.6,165.0,Não,FALSE,FALSE,Não,FALSE,Não
262,L56779,L,299.0,310.1,90.0,1463.0,37.4,56.0,Não,FALSE,0,Não,FALSE,não
263,L50271,L,,309.3,90.0,1558.0,29.7,168.0,Não,FALSE,FALSE,não,FALSE,não
264,M15535,M,297.8,309.1,90.0,1424.0,45.5,2.0,não,FALSE,FALSE,não,FALSE,Não
265,M23536,M,297.3,308.5,90.0,1520.0,42.4,-202.0,Não,FALSE,FALSE,Não,FALSE,não
266,H34298,H,-36.0,312.5,90.0,1655.0,28.0,170.0,não,FALSE,FALSE,não,FALSE,Não
267,L55259,L,300.2,-38.0,90.0,1528.0,36.1,125.0,Não,FALSE,FALSE,Não,FALSE,Não
268,L49142,L,297.8,307.5,90.0,1391.0,48.6,109.0,não,FALSE,nao,Não,FALSE,Não
269,M16700,M,297.7,307.2,90.0,1405.0,43.7,2.0,Não,FALSE,FALSE,não,FALSE,Não
270,L54348,L,300.3,310.3,90.0,-161.0,29.5,0.0,não,FALSE,FALSE,não,FALSE,não
271,L57078,L,298.7,309.2,90.0,1396.0,44.8,178.0,não,FALSE,FALSE,não,FALSE,Não
272,L50718,L,302.0,311.1,90.0,1635.0,36.0,23.0,não,FALSE,FALSE,Não,FALSE,Não
273,L55206,L,,-38.0,90.0,1399.0,50.2,222.0,Sim,FALSE,FALSE,Não,TRUE,Não
274,L52046,L,303.6,,90.0,-161.0,28.7,124.0,não,FALSE,FALSE,Não,FALSE,não
275,L51354,L,302.3,310.7,90.0,1499.0,37.8,,Não,0,0,não,FALSE,Não
276,L55268,L,300.1,311.4,90.0,1356.0,45.7,149.0,Não,N,FALSE,não,FALSE,Não
277,M19237,M,301.8,309.6,90.0,1436.0,49.0,214.0,Não,FALSE,FALSE,Não,FALSE,Não
278,L53391,L,300.8,310.6,90.0,-161.0,48.8,91.0,Não,FALSE,FALSE,Não,FALSE,não
279,M19626,M,,312.0,90.0,1645.0,35.7,81.0,não,FALSE,FALSE,não,FALSE,0
280,L47591,L,297.5,-38.0,90.0,1429.0,44.3,201.0,não,FALSE,FALSE,Não,FALSE,Não
281,L47793,L,298.1,309.9,90.0,1634.0,30.0,53.0,Não,0,FALSE,Não,FALSE,Não
282,L53306,L,300.9,310.9,90.0,1370.0,52.5,107.0,Não,FALSE,FALSE,não,FALSE,não
283,L52390,L,303.7,312.6,90.0,1466.0,42.5,183.0,Não,FALSE,FALSE,Não,FALSE,não
284,L48610,L,298.9,310.0,90.0,1378.0,49.3,18.0,não,FALSE,FALSE,Não,FALSE,não
285,L49605,L,298.8,308.1,90.0,1472.0,53.5,28.0,não,FALSE,FALSE,Não,FALSE,Não
286,L56021,L,297.3,308.7,90.0,1506.0,39.3,187.0,não,FALSE,FALSE,N,FALSE,Não
287,M18693,M,302.3,311.0,90.0,-161.0,36.6,-202.0,Não,FALSE,FALSE,não,FALSE,não
288,L51898,L,303.3,311.6,90.0,1337.0,56.8,187.0,sim,FALSE,TRUE,não,FALSE,Não
289,L54365,L,300.3,310.4,90.0,1672.0,29.2,39.0,Não,FALSE,FALSE,não,FALSE,Não
290,L48597,L,298.7,309.9,90.0,1541.0,38.5,208.0,não,FALSE,FALSE,não,FALSE,não
291,L54379,L,300.0,309.9,90.0,1507.0,41.4,74.0,não,FALSE,nao,Não,FALSE,Não
292,L47784,L,297.9,309.9,90.0,1542.0,33.8,33.0,Não,FALSE,FALSE,Não,FALSE,Não
293,H30686,H,298.0,309.4,90.0,1562.0,38.1,58.0,Não,FALSE,FALSE,Não,FALSE,Não
294,M18824,M,302.3,,90.0,1668.0,33.2,52.0,Não,0,FALSE,Não,FALSE,Não
295,L53547,L,300.0,309.6,90.0,1571.0,33.1,65.0,N,FALSE,FALSE,Não,FALSE,não
296,L55926,L,297.3,308.5,90.0,1528.0,44.5,140.0,Não,FALSE,FALSE,não,FALSE,Não
297,L47427,L,298.0,308.2,90.0,1469.0,45.5,214.0,não,FALSE,FALSE,Não,FALSE,Não
298,L56406,L,298.0,309.1,90.0,1822.0,23.5,122.0,não,FALSE,FALSE,Não,FALSE,não
299,M16842,M,298.0,307.7,90.0,1487.0,41.3,160.0,Não,FALSE,FALSE,Não,FALSE,não
300,L50015,L,300.3,309.2,90.0,1572.0,32.0,173.0,Não,FALSE,FALSE,Não,FALSE,não
301,L52555,L,302.9,312.3,90.0,1530.0,34.9,-202.0,Não,FALSE,FALSE,Não,FALSE,não
302,L47379,L,298.4,308.6,90.0,1433.0,47.1,101.0,Não,FALSE,FALSE,Não,FALSE,Não
303,M15345,M,297.4,309.0,90.0,1685.0,30.7,177.0,Não,FALSE,FALSE,Não,FALSE,Não
304,L53263,L,300.9,310.7,90.0,1389.0,50.0,214.0,Não,FALSE,FALSE,0,FALSE,Não
305,L56136,L,297.4,308.1,90.0,-161.0,57.4,66.0,Não,FALSE,FALSE,Não,FALSE,não
306,L47635,L,297.4,308.7,90.0,1429.0,57.4,96.0,não,FALSE,FALSE,Não,FALSE,Não
307,L56978,L,298.5,309.3,90.0,1471.0,44.7,-202.0,Não,FALSE,FALSE,não,FALSE,Não
308,M23686,M,297.2,308.8,90.0,1485.0,47.9,143.0,Não,FALSE,FALSE,Não,FALSE,Não
309,L53695,L,301.0,310.0,90.0,1480.0,43.5,21.0,Não,FALSE,FALSE,não,FALSE,Não
310,L48901,L,298.2,307.7,90.0,1688.0,32.4,91.0,Não,FALSE,FALSE,Não,FALSE,Não
311,L54230,L,-36.0,310.4,90.0,1457.0,47.7,-202.0,não,FALSE,FALSE,Não,FALSE,Não
312,L53562,L,-36.0,309.8,90.0,1481.0,41.9,106.0,Não,FALSE,FALSE,Não,FALSE,Não
313,L55345,L,299.6,311.0,90.0,1552.0,33.2,139.0,Não,FALSE,FALSE,Não,FALSE,não
314,M20627,M,301.6,311.2,90.0,1415.0,46.5,82.0,0,FALSE,FALSE,Não,FALSE,Não
315,H35223,H,301.3,-38.0,90.0,1580.0,36.6,184.0,Não,FALSE,FALSE,não,FALSE,Não
316,L51806,L,303.0,311.2,90.0,1664.0,29.8,186.0,Não,FALSE,FALSE,0,FALSE,Não
317,H30276,H,296.1,306.8,90.0,-161.0,31.0,41.0,Não,FALSE,FALSE,não,FALSE,não
318,L49274,L,299.4,309.3,90.0,1377.0,43.6,28.0,não,FALSE,FALSE,Não,FALSE,Não
319,L48127,L,295.6,306.2,90.0,1428.0,44.5,51.0,não,FALSE,FALSE,Não,FALSE,não
320,L52821,L,302.6,-38.0,90.0,1473.0,37.3,184.0,não,FALSE,FALSE,Não,FALSE,não
321,L48624,L,299.0,310.2,90.0,1477.0,37.9,60.0,0,FALSE,FALSE,não,FALSE,Não
322,H30694,H,298.3,309.5,90.0,1521.0,37.1,84.0,não,FALSE,FALSE,não,FALSE,não
323,H32524,H,299.9,309.2,90.0,-161.0,33.2,0.0,não,FALSE,FALSE,não,FALSE,não
324,M23812,M,297.2,308.0,90.0,1478.0,42.5,56.0,Não,FALSE,FALSE,Não,FALSE,não
325,L54789,L,300.5,311.3,90.0,1490.0,41.8,39.0,Não,FALSE,FALSE,Não,FALSE,Não
326,L52315,L,304.1,313.3,90.0,1883.0,24.5,190.0,Não,FALSE,FALSE,Não,FALSE,não
327,L50196,L,300.5,-38.0,90.0,-161.0,48.8,200.0,Não,FALSE,FALSE,Não,FALSE,não
328,L49482,L,299.2,308.5,90.0,1515.0,39.8,-202.0,não,FALSE,FALSE,Não,FALSE,Não
329,L49184,L,298.5,308.2,90.0,1451.0,47.5,18.0,não,0,0,não,FALSE,Não
330,L51760,L,-36.0,311.2,90.0,1494.0,37.0,67.0,não,FALSE,FALSE,não,FALSE,Não
331,L55884,L,297.1,308.5,90.0,1425.0,40.0,35.0,Não,FALSE,FALSE,Não,FALSE,Não
332,L48185,L,296.2,307.2,90.0,1382.0,52.0,201.0,Não,FALSE,0,Não,FALSE,não
333,M19998,M,304.3,313.6,90.0,1489.0,40.3,196.0,não,0,FALSE,Não,FALSE,Não
334,M19177,M,301.5,310.0,90.0,1417.0,44.6,49.0,não,FALSE,FALSE,Não,FALSE,não
335,M21418,M,301.5,310.6,90.0,-161.0,41.9,140.0,Não,FALSE,0,não,FALSE,não
336,L51567,L,302.0,309.8,90.0,1532.0,39.4,2.0,Não,FALSE,FALSE,não,FALSE,não
337,L49312,L,299.4,309.0,90.0,1660.0,28.4,,não,FALSE,FALSE,não,FALSE,0
338,L51445,L,302.6,311.0,90.0,1424.0,38.0,144.0,Não,FALSE,FALSE,não,FALSE,Não
339,L49237,L,299.5,309.3,90.0,1520.0,42.3,149.0,Não,0,FALSE,Não,FALSE,não
340,L52566,L,302.9,312.2,90.0,1469.0,42.0,214.0,Não,FALSE,FALSE,não,FALSE,não
341,L47409,L,298.3,308.5,90.0,1538.0,32.2,173.0,não,0,FALSE,Não,FALSE,Não
342,M17749,M,300.7,309.7,90.0,1523.0,38.2,73.0,N,FALSE,FALSE,Não,FALSE,não
343,L51652,L,302.7,310.6,90.0,1501.0,48.7,4.0,Não,FALSE,FALSE,Não,FALSE,Não
344,L53244,L,-36.0,311.1,90.0,1889.0,23.8,170.0,Não,FALSE,FALSE,não,FALSE,Não
345,H37338,H,300.7,311.9,90.0,1389.0,46.5,186.0,Não,FALSE,FALSE,Não,FALSE,0
346,H37063,H,300.4,311.5,90.0,1662.0,29.0,137.0,Não,FALSE,FALSE,não,FALSE,Não
347,H37795,H,298.8,310.0,90.0,1530.0,38.3,53.0,Não,FALSE,FALSE,não,FALSE,não
348,L47389,L,298.4,308.6,90.0,-161.0,44.0,124.0,não,FALSE,FALSE,Não,FALSE,não
349,M17618,M,299.7,309.2,90.0,1412.0,45.3,205.0,Não,FALSE,FALSE,Não,FALSE,Não
350,L55651,L,298.6,309.8,90.0,1332.0,46.4,-202.0,N,FALSE,FALSE,Não,FALSE,Não
351,L50128,L,300.7,309.5,90.0,1850.0,24.5,19.0,não,FALSE,FALSE,0,FALSE,Não
352,L54296,L,301.0,310.5,90.0,1601.0,33.2,77.0,não,FALSE,FALSE,Não,FALSE,Não
353,M21190,M,300.5,310.0,90.0,1580.0,37.0,181.0,não,FALSE,FALSE,Não,FALSE,Não
354,L48908,L,298.3,307.7,90.0,1465.0,49.4,109.0,Não,FALSE,FALSE,Não,FALSE,Não
355,M19036,M,302.3,310.7,90.0,1544.0,39.7,141.0,não,FALSE,FALSE,não,FALSE,Não
356,L47517,L,297.6,308.3,90.0,1742.0,27.7,13.0,não,FALSE,FALSE,Não,FALSE,Não
357,L52164,L,303.8,313.1,90.0,1256.0,58.7,213.0,Sim,FALSE,0,não,TRUE,Não
358,H36292,H,300.9,311.2,90.0,1518.0,35.0,90.0,Não,FALSE,FALSE,não,FALSE,não
359,L54428,L,300.0,310.1,90.0,1762.0,28.0,202.0,não,FALSE,FALSE,Não,FALSE,Não
360,M23312,M,298.6,310.0,90.0,1512.0,37.5,27.0,Não,FALSE,FALSE,Não,FALSE,Não
361,L48406,L,-36.0,308.4,90.0,1488.0,42.5,146.0,Não,FALSE,FALSE,não,FALSE,Não
362,L54788,L,300.5,311.4,90.0,-161.0,27.1,37.0,Não,FALSE,FALSE,Não,FALSE,não
363,M21687,M,301.0,310.9,90.0,1515.0,41.8,170.0,Não,FALSE,FALSE,não,FALSE,0
364,L50720,L,301.9,310.9,90.0,1574.0,31.4,27.0,não,FALSE,FALSE,Não,FALSE,Não
365,L53048,L,301.5,311.1,90.0,1731.0,27.9,101.0,não,FALSE,FALSE,não,FALSE,não
366,L49291,L,299.4,-38.0,90.0,1436.0,47.9,75.0,Não,FALSE,FALSE,não,FALSE,Não
367,L49871,L,300.0,309.6,90.0,1431.0,47.7,39.0,não,FALSE,FALSE,Não,FALSE,Não
368,L54333,L,300.2,310.0,90.0,1493.0,47.3,172.0,Não,FALSE,FALSE,não,FALSE,Não
369,M18567,M,-36.0,311.3,90.0,1497.0,38.4,-202.0,não,FALSE,FALSE,não,FALSE,Não
370,L48197,L,296.3,307.2,90.0,1637.0,31.6,27.0,Não,FALSE,FALSE,Não,FALSE,0
371,L55691,L,298.4,309.7,90.0,1457.0,44.2,175.0,Não,FALSE,FALSE,não,FALSE,Não
372,M17667,M,299.9,309.3,90.0,1452.0,41.9,106.0,Não,FALSE,FALSE,Não,FALSE,não
373,L52195,L,303.9,,90.0,1759.0,28.4,74.0,Não,FALSE,FALSE,Não,FALSE,Não
374,L49108,L,298.0,307.8,90.0,-161.0,29.9,24.0,Não,FALSE,nao,Não,FALSE,não
375,H29764,H,297.6,308.3,90.0,1400.0,44.3,43.0,não,FALSE,FALSE,não,FALSE,Não
376,M20033,M,304.2,313.5,90.0,-161.0,28.1,-202.0,Não,FALSE,FALSE,Não,FALSE,não
377,M19052,M,-36.0,311.0,90.0,1463.0,43.1,181.0,não,FALSE,FALSE,Não,FALSE,Não
378,L49114,L,298.1,307.9,90.0,1698.0,33.3,40.0,Não,FALSE,FALSE,Não,FALSE,Não
379,L54081,L,301.0,311.7,90.0,1547.0,34.5,152.0,Não,FALSE,FALSE,Não,FALSE,Não
380,L52003,L,-36.0,-38.0,90.0,1493.0,38.7,14.0,Não,FALSE,FALSE,não,FALSE,não
381,H29978,H,297.6,309.6,90.0,1669.0,32.1,155.0,não,FALSE,FALSE,não,FALSE,Não
382,H30996,H,298.1,308.3,90.0,1530.0,42.0,184.0,não,FALSE,FALSE,não,FALSE,Não
383,L51874,L,303.4,311.5,90.0,1424.0,50.8,,Não,FALSE,FALSE,Não,FALSE,não
384,M17035,M,299.5,309.2,90.0,1590.0,35.9,22.0,não,FALSE,FALSE,não,FALSE,não
385,M21888,M,300.6,310.6,90.0,1403.0,50.4,64.0,não,FALSE,FALSE,0,FALSE,Não
386,M19740,M,303.8,312.6,90.0,1527.0,41.9,-202.0,Não,FALSE,FALSE,não,FALSE,Não
387,H31642,H,299.4,308.6,90.0,1542.0,41.8,166.0,Não,FALSE,FALSE,Não,FALSE,Não
388,M15975,M,296.4,307.3,90.0,2077.0,19.1,80.0,não,FALSE,FALSE,não,FALSE,Não
389,L50306,L,300.0,309.4,90.0,1499.0,35.7,46.0,Não,FALSE,FALSE,Não,FALSE,0
390,M18404,M,301.9,310.9,90.0,1483.0,37.0,35.0,não,FALSE,FALSE,Não,FALSE,Não
391,H34462,H,304.0,313.2,90.0,1271.0,68.6,161.0,Sim,FALSE,FALSE,Sim,FALSE,Não
392,L54656,L,300.2,311.5,90.0,1492.0,41.8,128.0,não,FALSE,FALSE,Não,FALSE,Não
393,L48001,L,296.7,307.6,90.0,1474.0,41.7,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
394,H35946,H,301.2,310.6,90.0,1352.0,52.0,69.0,não,FALSE,FALSE,Não,FALSE,Não
395,M17132,M,299.3,308.6,90.0,1448.0,52.1,71.0,Não,FALSE,FALSE,Não,FALSE,não
396,H34959,H,,311.6,90.0,1357.0,44.2,142.0,Não,FALSE,FALSE,Não,FALSE,Não
397,L47261,L,298.9,308.9,90.0,1450.0,47.5,9.0,não,FALSE,FALSE,não,FALSE,não
398,L48503,L,298.9,310.1,90.0,1361.0,51.7,192.0,Não,FALSE,FALSE,não,FALSE,Não
399,M24265,M,297.7,308.1,90.0,-161.0,48.8,183.0,Não,FALSE,FALSE,Não,FALSE,não
400,M16474,M,297.8,-38.0,90.0,1802.0,25.8,43.0,Não,FALSE,FALSE,não,FALSE,Não
401,M15691,M,296.6,307.4,90.0,1544.0,42.3,170.0,Não,FALSE,FALSE,Não,FALSE,Não
402,M18743,M,302.4,311.4,90.0,1534.0,40.1,41.0,Não,FALSE,FALSE,não,FALSE,não
403,M23501,M,297.6,308.5,90.0,1360.0,48.6,77.0,Não,FALSE,FALSE,não,FALSE,Não
404,L51644,L,302.8,310.6,90.0,1671.0,30.5,-202.0,Não,FALSE,FALSE,não,FALSE,Não
405,M20199,M,303.4,312.7,90.0,1594.0,32.8,79.0,não,FALSE,FALSE,não,FALSE,Não
406,L55246,L,300.4,311.9,90.0,1868.0,21.3,-202.0,não,FALSE,FALSE,Não,FALSE,não
407,H31063,H,298.0,307.9,90.0,1482.0,37.8,132.0,Não,FALSE,nao,Não,FALSE,Não
408,M18925,M,-36.0,310.7,90.0,1511.0,37.6,70.0,Não,FALSE,FALSE,Não,FALSE,não
409,L56845,L,299.2,310.3,90.0,1610.0,33.3,233.0,Não,FALSE,FALSE,não,FALSE,Não
410,L50218,L,300.4,309.5,90.0,1349.0,50.4,30.0,não,FALSE,FALSE,Não,FALSE,Não
411,L50500,L,301.5,310.5,90.0,2289.0,16.4,112.0,Não,FALSE,FALSE,Não,FALSE,não
412,H36557,H,300.3,309.7,90.0,1582.0,30.8,144.0,Não,FALSE,FALSE,Não,FALSE,Não
413,H36303,H,300.9,311.4,90.0,1387.0,42.7,121.0,Não,FALSE,FALSE,Não,FALSE,não
414,M19952,M,303.9,313.2,90.0,1608.0,40.6,79.0,Não,FALSE,FALSE,não,FALSE,Não
415,M18580,M,302.4,311.4,90.0,1508.0,41.2,60.0,Não,FALSE,FALSE,Não,FALSE,Não
416,M17283,M,298.9,308.2,90.0,2022.0,20.0,23.0,0,FALSE,FALSE,Não,FALSE,Não
417,L47929,L,296.6,308.0,90.0,1978.0,22.3,208.0,não,FALSE,FALSE,Não,FALSE,Não
418,L52451,L,303.6,313.0,90.0,1534.0,39.7,115.0,não,FALSE,FALSE,não,FALSE,não
419,L49553,L,299.2,308.4,90.0,1350.0,51.3,96.0,Não,FALSE,FALSE,não,FALSE,Não
420,M19553,M,303.4,311.5,90.0,1817.0,24.7,125.0,Não,FALSE,FALSE,não,FALSE,não
421,M24739,M,298.8,309.8,90.0,1490.0,38.6,127.0,Não,FALSE,FALSE,N,FALSE,Não
422,L55550,L,298.8,309.8,90.0,1634.0,33.6,27.0,Não,FALSE,FALSE,Não,FALSE,Não
423,L54499,L,299.8,310.2,90.0,-161.0,32.7,159.0,Não,FALSE,FALSE,Não,FALSE,não
424,L51548,L,302.0,310.0,90.0,1664.0,28.6,190.0,Não,FALSE,FALSE,Não,FALSE,não
425,L53965,L,301.2,310.6,90.0,1389.0,45.3,64.0,Não,FALSE,0,Não,FALSE,não
426,L54581,L,299.8,310.8,90.0,1409.0,51.9,154.0,Não,FALSE,FALSE,Não,FALSE,Não
427,M15999,M,297.0,307.9,90.0,1569.0,33.3,141.0,não,FALSE,FALSE,não,FALSE,não
428,L54811,L,,311.6,90.0,1444.0,49.3,92.0,Não,FALSE,FALSE,N,FALSE,Não
429,L49411,L,299.4,308.6,90.0,1415.0,56.4,175.0,Não,FALSE,FALSE,Não,FALSE,Não
430,L49344,L,-36.0,309.2,90.0,1540.0,36.7,221.0,Não,FALSE,0,não,FALSE,Não
431,M20077,M,303.8,-38.0,90.0,1420.0,47.9,200.0,Não,FALSE,FALSE,não,FALSE,não
432,L56624,L,298.1,308.9,90.0,2136.0,15.9,78.0,não,FALSE,nao,não,FALSE,não
433,M24097,M,298.1,308.8,90.0,1811.0,25.4,147.0,Não,FALSE,FALSE,não,FALSE,Não
434,L51741,L,302.9,310.8,90.0,1610.0,32.2,17.0,Não,FALSE,FALSE,não,FALSE,Não
435,L48750,L,298.2,308.4,90.0,1452.0,43.5,158.0,Não,FALSE,FALSE,Não,FALSE,não
436,M15032,M,298.1,308.0,90.0,1924.0,20.8,29.0,Não,FALSE,FALSE,N,FALSE,Não
437,M22023,M,300.1,310.1,90.0,1501.0,39.3,195.0,não,FALSE,FALSE,Não,FALSE,não
438,L49267,L,299.5,309.3,90.0,-161.0,36.6,14.0,não,FALSE,FALSE,Não,FALSE,não
439,H34081,H,303.3,311.4,90.0,1651.0,30.6,50.0,não,FALSE,FALSE,Não,FALSE,Não
440,H33979,H,302.7,310.8,90.0,1275.0,55.0,25.0,Sim,FALSE,TRUE,Não,FALSE,Não
441,L54269,L,,-38.0,90.0,1622.0,34.1,3.0,não,0,FALSE,Não,FALSE,não
442,M21429,M,301.4,310.7,90.0,1375.0,42.0,168.0,Não,0,FALSE,não,FALSE,não
443,L51963,L,303.7,312.5,90.0,1641.0,36.0,125.0,Não,FALSE,FALSE,Não,FALSE,Não
444,L49864,L,299.8,-38.0,90.0,1460.0,37.4,25.0,Não,FALSE,nao,não,FALSE,Não
445,M16692,M,297.8,307.4,90.0,1330.0,51.7,183.0,não,FALSE,FALSE,Não,FALSE,Não
446,L55726,L,298.4,309.3,90.0,1716.0,28.4,66.0,Não,FALSE,FALSE,Não,FALSE,Não
447,L52245,L,-36.0,313.0,90.0,1566.0,37.2,7.0,Não,FALSE,FALSE,não,FALSE,Não
448,L56310,L,297.6,308.6,90.0,1576.0,32.7,83.0,não,FALSE,FALSE,N,FALSE,Não
449,L56535,L,298.3,308.9,90.0,1708.0,28.0,42.0,Não,FALSE,FALSE,não,FALSE,Não
450,L51592,L,302.6,310.5,90.0,1450.0,43.2,68.0,Não,FALSE,FALSE,Não,FALSE,Não
451,M22067,M,299.7,,90.0,1540.0,34.4,91.0,Não,FALSE,FALSE,Não,FALSE,Não
452,L57070,L,298.8,309.5,90.0,1645.0,32.8,157.0,Não,FALSE,FALSE,Não,FALSE,Não
453,H30248,H,296.6,307.4,90.0,1333.0,50.2,177.0,Não,FALSE,FALSE,não,FALSE,não
454,M21681,M,300.8,-38.0,90.0,1545.0,37.5,155.0,Não,FALSE,FALSE,não,FALSE,não
455,L50961,L,302.3,310.8,90.0,1465.0,43.8,7.0,Não,FALSE,FALSE,não,FALSE,Não
456,L56192,L,297.2,308.0,90.0,1705.0,26.0,200.0,Não,FALSE,FALSE,Não,FALSE,Não
457,L54679,L,,311.8,90.0,1746.0,26.3,187.0,não,FALSE,FALSE,não,FALSE,Não
458,L50604,L,301.5,310.5,90.0,1593.0,32.9,155.0,Não,FALSE,FALSE,Não,FALSE,Não
459,L47245,L,299.0,-38.0,90.0,1394.0,45.1,179.0,Não,FALSE,FALSE,Não,FALSE,não
460,M17823,M,300.7,309.6,90.0,1439.0,43.0,61.0,não,FALSE,FALSE,não,FALSE,Não
461,M20529,M,302.2,311.5,90.0,1479.0,39.5,36.0,não,FALSE,FALSE,não,FALSE,não
462,L56142,L,-36.0,307.9,90.0,1628.0,30.2,80.0,Não,FALSE,FALSE,não,FALSE,Não
463,L47534,L,297.6,308.3,90.0,1658.0,34.3,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
464,H37585,H,300.0,311.4,90.0,-161.0,34.5,155.0,não,FALSE,FALSE,Não,FALSE,não
465,L51210,L,-36.0,310.8,90.0,2143.0,17.3,227.0,Não,FALSE,FALSE,não,FALSE,Não
466,M23394,M,298.6,309.5,90.0,-161.0,43.3,33.0,não,FALSE,FALSE,Não,FALSE,não
467,L50831,L,302.1,311.5,90.0,1444.0,44.9,97.0,não,FALSE,FALSE,Não,FALSE,Não
468,L53919,L,301.7,311.2,90.0,1482.0,43.6,154.0,Não,FALSE,FALSE,Não,FALSE,Não
469,L50477,L,301.2,310.3,90.0,1548.0,38.6,59.0,não,FALSE,FALSE,Não,FALSE,0
470,H33541,H,302.0,310.6,90.0,1438.0,43.2,12.0,não,FALSE,FALSE,Não,FALSE,Não
471,L55223,L,300.7,311.9,90.0,1486.0,35.8,32.0,Não,FALSE,FALSE,Não,FALSE,Não
472,L51947,L,303.6,311.9,90.0,-161.0,50.1,84.0,não,FALSE,FALSE,não,FALSE,não
473,M15332,M,297.4,309.0,90.0,1497.0,41.8,144.0,Não,FALSE,FALSE,Não,FALSE,Não
474,M18621,M,302.4,311.0,90.0,1490.0,37.1,168.0,não,FALSE,FALSE,Não,FALSE,não
475,L55797,L,297.6,308.6,90.0,1529.0,45.3,15.0,não,FALSE,FALSE,Não,FALSE,Não
476,L50746,L,301.8,-38.0,90.0,1295.0,62.3,91.0,não,FALSE,FALSE,Não,FALSE,não
477,L49940,L,299.8,,90.0,1400.0,42.6,210.0,Não,FALSE,FALSE,não,FALSE,Não
478,M15728,M,295.8,306.5,90.0,1514.0,37.7,60.0,Não,FALSE,FALSE,Não,FALSE,Não
479,L56562,L,-36.0,308.2,90.0,1610.0,33.6,115.0,não,FALSE,FALSE,não,FALSE,não
480,L55868,L,297.1,308.5,90.0,1483.0,46.9,203.0,não,FALSE,FALSE,não,FALSE,Não
481,M18912,M,301.9,-38.0,90.0,-161.0,39.2,39.0,Não,FALSE,FALSE,Não,FALSE,não
482,L53310,L,301.0,310.9,90.0,1473.0,44.2,116.0,Não,FALSE,FALSE,Não,FALSE,não
483,M18104,M,301.0,309.6,90.0,1397.0,48.0,135.0,Não,FALSE,FALSE,Não,FALSE,Não
484,M19702,M,303.3,-38.0,90.0,1489.0,49.4,64.0,não,FALSE,FALSE,não,FALSE,não
485,M24190,M,298.4,309.0,90.0,-161.0,36.1,191.0,Não,FALSE,FALSE,Não,FALSE,não
486,L52820,L,302.6,312.1,90.0,1420.0,51.6,182.0,não,FALSE,FALSE,não,FALSE,Não
487,L52960,L,301.7,-38.0,90.0,1517.0,42.4,113.0,Não,FALSE,FALSE,não,FALSE,Não
488,L55720,L,298.6,309.5,90.0,1687.0,29.3,47.0,não,FALSE,FALSE,Não,FALSE,Não
489,H30489,H,296.9,307.8,90.0,1345.0,54.5,172.0,Não,FALSE,FALSE,não,FALSE,Não
490,L50137,L,300.8,309.6,90.0,-161.0,45.8,47.0,não,FALSE,FALSE,não,FALSE,não
491,L53932,L,-36.0,310.9,90.0,,29.5,193.0,Não,FALSE,FALSE,Não,FALSE,não
492,L55837,L,297.4,308.4,90.0,1421.0,46.0,124.0,não,FALSE,FALSE,Não,FALSE,Não
493,L54452,L,300.2,310.3,90.0,1202.0,59.5,40.0,Não,FALSE,FALSE,Não,FALSE,não
494,L51939,L,303.5,311.6,90.0,1361.0,46.5,62.0,Sim,FALSE,y,Não,FALSE,não
